FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201310,27,0,1007447,480568,"D","10/27/2013 00:00:00",,"","Vehicle/Towed Trailer",201310
201310,27,0,1007448,480568,"D","10/27/2013 00:00:00",,"","Vehicle/Towed Trailer",201310
201310,31,0,1007443,480287,"I","10/31/2013 00:00:00",9,"M","Outside/Open Areas",201310
201310,29,0,1007454,481146,"I","10/29/2013 00:00:00",42,"M","Vehicle/Towed Trailer",201310
201312,5,0,1007434,479416,"I","12/05/2013 00:00:00",34,"M","Vehicle/Towed Trailer",201312
201312,8,0,1007435,479560,"I","12/08/2013 00:00:00",24,"M","Vehicle/Towed Trailer",201312
201312,6,0,1007436,479922,"D","12/06/2013 00:00:00",47,"M","Outside/Open Areas",201312
201312,6,0,1007489,480092,"D","12/06/2013 00:00:00",62,"M","Mobile/Trailer Home",201312
201312,14,0,1007507,480275,"I","12/14/2013 00:00:00",53,"M","Vehicle/Towed Trailer",201312
201312,14,0,1007508,480275,"I","12/14/2013 00:00:00",28,"F","Vehicle/Towed Trailer",201312
201312,21,0,21188,482425,"I","12/21/2013 00:00:00",,"","Vehicle/Towed Trailer",201312
201312,26,0,1007468,481577,"D","12/26/2013 00:00:00",29,"M","Outside/Open Areas",201312
201312,20,0,1007476,481949,"I","12/20/2013 00:00:00",52,"F","Vehicle/Towed Trailer",201312
201312,2,0,1007474,482254,"I","12/02/2013 00:00:00",31,"F","Vehicle/Towed Trailer",201312
201312,14,0,1007475,482256,"I","12/14/2013 00:00:00",21,"M","Vehicle/Towed Trailer",201312
201312,26,0,1007522,487170,"I","12/26/2013 00:00:00",64,"M","Vehicle/Towed Trailer",201312
201312,24,0,1007491,483151,"D","12/24/2013 00:00:00",58,"M","In Water",201312
201312,31,0,1007490,483065,"I","12/31/2013 00:00:00",,"","Vehicle/Towed Trailer",201312
201312,7,0,21238,483381,"D","12/07/2013 00:00:00",47,"M","Vehicle/Towed Trailer",201312
201312,7,0,1007559,488073,"I","12/07/2013 00:00:00",21,"F","Vehicle/Towed Trailer",201312
201312,6,0,1007545,488076,"I","12/06/2013 00:00:00",63,"M","Outside/Open Areas",201312
201312,9,0,1007561,488077,"I","12/09/2013 00:00:00",91,"M","Outside/Open Areas",201312
201312,6,0,1007560,488077,"I","12/06/2013 00:00:00",28,"M","Vehicle/Towed Trailer",201312
201312,7,0,1007557,488078,"I","12/07/2013 00:00:00",75,"F","Outside/Open Areas",201312
201312,7,0,1007558,488078,"I","12/07/2013 00:00:00",45,"F","Outside/Open Areas",201312
201312,8,0,21448,488078,"I","12/08/2013 00:00:00",26,"M","Vehicle/Towed Trailer",201312
201312,21,0,1007520,485825,"D","12/21/2013 00:00:00",54,"M","Vehicle/Towed Trailer",201312
201312,14,0,1007506,485796,"I","12/14/2013 00:00:00",44,"F","Outside/Open Areas",201312
201312,29,0,1007523,487216,"D","12/29/2013 00:00:00",31,"F","Vehicle/Towed Trailer",201312
201312,27,0,1007521,487166,"D","12/27/2013 00:00:00",42,"F","Vehicle/Towed Trailer",201312
201312,30,0,1007519,487095,"I","12/30/2013 00:00:00",3,"F","Vehicle/Towed Trailer",201312
201312,6,0,1007544,488901,"I","12/06/2013 00:00:00",53,"M","Outside/Open Areas",201312
201312,29,0,1007546,488897,"I","12/29/2013 00:00:00",39,"F","Vehicle/Towed Trailer",201312
201312,21,0,1007540,488899,"I","12/21/2013 00:00:00",,"","Vehicle/Towed Trailer",201312
201312,21,0,1007541,488900,"I","12/21/2013 00:00:00",43,"M","Vehicle/Towed Trailer",201312
201312,12,0,1007556,489228,"I","12/12/2013 00:00:00",34,"M","Vehicle/Towed Trailer",201312
201312,8,0,1007548,489761,"I","12/08/2013 00:00:00",,"M","Vehicle/Towed Trailer",201312
201312,8,0,1007549,489770,"I","12/08/2013 00:00:00",,"","Vehicle/Towed Trailer",201312
201312,8,0,1007550,489779,"I","12/08/2013 00:00:00",39,"F","Vehicle/Towed Trailer",201312
201312,1,0,1007552,490068,"D","12/01/2013 00:00:00",72,"F","Outside/Open Areas",201312
201312,26,0,1007553,490128,"D","12/26/2013 00:00:00",39,"M","Outside/Open Areas",201312
201312,8,0,21496,491313,"I","12/08/2013 00:00:00",30,"M","Vehicle/Towed Trailer",201312
201312,21,0,1007587,491760,"D","12/21/2013 00:00:00",86,"F","Vehicle/Towed Trailer",201312
201305,15,0,1007451,452969,"D","05/15/2013 00:00:00",62,"M","In Water",201305
201305,20,0,1007330,453203,"D","05/20/2013 00:00:00",,"M","Vehicle/Towed Trailer",201305
201308,9,0,1007446,468620,"D","08/09/2013 00:00:00",60,"M","Other",201308
201307,4,0,1007399,470360,"D","07/04/2013 00:00:00",34,"M","Outside/Open Areas",201307
201307,9,0,20865,470567,"D","07/09/2013 00:00:00",,"","Vehicle/Towed Trailer",201307
201307,3,0,20866,470610,"D","07/03/2013 00:00:00",72,"M","In Water",201307
201307,3,0,1007400,470610,"D","07/03/2013 00:00:00",54,"M","In Water",201307
201307,3,0,20868,470610,"D","07/03/2013 00:00:00",55,"F","In Water",201307
201307,4,0,1007401,470612,"D","07/04/2013 00:00:00",57,"M","In Water",201307
201307,4,0,1007402,470625,"D","07/04/2013 00:00:00",57,"M","In Water",201307
201312,20,0,1007590,491887,"D","12/20/2013 00:00:00",50,"M","Boating",201312
201312,20,0,1007591,491889,"D","12/20/2013 00:00:00",67,"M","In Water",201312
201312,25,0,1007599,491888,"D","12/25/2013 00:00:00",37,"M","In Water",201312
201307,4,0,1007433,479304,"D","07/04/2013 00:00:00",50,"M","In Water",201307
201312,25,0,1007600,491888,"D","12/25/2013 00:00:00",40,"M","In Water",201312
201312,8,0,1007605,492683,"D","12/08/2013 00:00:00",19,"F","Outside/Open Areas",201312
201309,5,0,1007485,482233,"D","09/05/2013 00:00:00",50,"M","Under Tree",201309
201309,18,0,1007426,478301,"D","09/18/2013 00:00:00",25,"M","Other",201309
201309,19,0,1007425,478302,"D","09/19/2013 00:00:00",28,"M","Outside/Open Areas",201309
201309,19,0,1007427,478303,"I","09/19/2013 00:00:00",45,"M","Permanent Home",201309
201309,11,0,21015,478305,"D","09/11/2013 00:00:00",67,"M","Permanent Home",201309
201307,8,0,1007444,480121,"D","07/08/2013 00:00:00",16,"M","In Water",201307
201307,8,0,1007445,480121,"D","07/08/2013 00:00:00",34,"M","In Water",201307
201306,15,0,1007453,481113,"D","06/15/2013 00:00:00",31,"M","In Water",201306
201305,30,0,1007452,481114,"D","05/30/2013 00:00:00",17,"M","In Water",201305
201307,20,0,21143,481884,"D","07/20/2013 00:00:00",39,"M","In Water",201307
201306,8,0,1007369,461678,"D","06/08/2013 00:00:00",57,"M","In Water",201306
201306,26,0,1007371,461682,"D","06/26/2013 00:00:00",35,"M","Heavy Equipment/Construction",201306
201307,6,0,1007370,462404,"D","07/06/2013 00:00:00",45,"M","Outside/Open Areas",201307
201309,11,0,21239,473899,"D","09/11/2013 00:00:00",19,"F","Outside/Open Areas",201309
201309,11,0,21240,473899,"D","09/11/2013 00:00:00",19,"M","Outside/Open Areas",201309
201309,11,0,21241,473899,"D","09/11/2013 00:00:00",72,"M","Permanent Structure",201309
201309,12,0,1007471,474056,"D","09/12/2013 00:00:00",80,"M","Vehicle/Towed Trailer",201309
201309,12,0,1007469,477535,"D","09/12/2013 00:00:00",79,"F","Permanent Home",201309
201309,12,0,1007470,477535,"D","09/12/2013 00:00:00",61,"F","Permanent Home",201309
201311,25,0,1007493,483793,"I","11/25/2013 00:00:00",26,"F","Vehicle/Towed Trailer",201311
201311,25,0,1007494,483793,"I","11/25/2013 00:00:00",51,"M","Vehicle/Towed Trailer",201311
201311,17,0,1007504,483804,"D","11/17/2013 00:00:00",51,"M","Vehicle/Towed Trailer",201311
201307,20,0,1007586,491396,"D","07/20/2013 00:00:00",90,"F","Permanent Home",201307
201311,21,0,1007495,483903,"I","11/21/2013 00:00:00",,"M","Vehicle/Towed Trailer",201311
201311,21,0,1007496,483903,"I","11/21/2013 00:00:00",,"","Vehicle/Towed Trailer",201311
201311,21,0,1007497,483903,"I","11/21/2013 00:00:00",,"","Vehicle/Towed Trailer",201311
201311,21,0,1007551,485319,"D","11/21/2013 00:00:00",52,"F","Vehicle/Towed Trailer",201311
201311,23,0,21276,484684,"I","11/23/2013 00:00:00",53,"M","Vehicle/Towed Trailer",201311
201311,23,0,21277,484689,"I","11/23/2013 00:00:00",42,"F","Vehicle/Towed Trailer",201311
201308,15,0,1007554,490147,"D","08/15/2013 00:00:00",56,"F","Outside/Open Areas",201308
201301,13,0,21571,493446,"D","01/13/2013 00:00:00",37,"M","Outside/Open Areas",201301
201305,19,0,21392,451506,"D","05/19/2013 00:00:00",79,"M","Mobile/Trailer Home",201305
201305,19,0,21393,451506,"D","05/19/2013 00:00:00",76,"M","Vehicle/Towed Trailer",201305
201305,20,0,21489,451572,"D","05/20/2013 00:00:00",63,"M","Business",201305
201305,20,0,21473,451572,"D","05/20/2013 00:00:00",38,"F","Permanent Home",201305
201305,20,0,21474,451572,"D","05/20/2013 00:00:00",45,"F","Permanent Home",201305
201305,20,0,21475,451572,"D","05/20/2013 00:00:00",40,"F","Permanent Home",201305
201305,20,0,21476,451572,"D","05/20/2013 00:00:00",70,"F","Permanent Home",201305
201305,20,0,21477,451572,"D","05/20/2013 00:00:00",7,"F","Permanent Home",201305
201305,20,0,21478,451572,"D","05/20/2013 00:00:00",4,"F","Permanent Home",201305
